id	target	response	score	question
icruz76	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
bbuga71	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
kaoki90	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
ddigr96	a mountain	a mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
sfran66	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
owhit92	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
cwood92	a mountain	volcano	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
zkazi85	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
olans59	a mountain	hill	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
mhamm65	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
idiet54	a mountain	mountin	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
pobri85	a mountain	A mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
cmoor96	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
yelle61	a mountain	mountain?	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
wmathi31	a mountain	cliff	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
zyou89	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
egu53	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
abail54	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
aange64	a mountain	"mountain"	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
agu52	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
jselb77	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
rcai50	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
rkunk88	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
rhass95	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
bzhan76	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
sye90	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
mvemu68	a mountain	"A mountain"	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
dzhan71	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
ncasa56	a mountain	"mountain"	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
mbatt84	a mountain	"mountain"	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
jdaug60	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
icruz76	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
tdelu72	a mountain	mantle	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
ddigr96	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
bbuga71	a mountain	Mountains	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
kaoki90	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
mfroo55	a mountain	"mountain"	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
iflan59	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
cfros55	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
lkric66	a mountain	a mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
mgonz82	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
abeec66	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
sfran66	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
aprat71	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
cmerc92	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
cpere94	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
lmohr62	a mountain	"mountain"	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
cpere94	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
kshat69	a mountain	"mountain"	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
sfros91	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
pmorg94	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
mumho63	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
ryosh64	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
sogle73	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
mmorg96	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
lgurl88	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
jbrad94	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
mdeli73	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
sevan90	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
abegl55	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
xande62	a mountain	Platue	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
mcain54	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
kcoll69	a mountain	hill	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
sbouf97	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
jflem89	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
alara95	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
ahayw86	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
wmcne94	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
bmcgr82	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
egetz07	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
ghays66	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
cloy77	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
crami87	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
howen65	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
jmorr34	a mountain	land	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
bsher79	a mountain	"a mountain"	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
hrhon74	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
jrey59	a mountain	mountains	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
dmosi93	a mountain	montian	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
aruss55	a mountain	the crust	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
mwilb70	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
epete74	a mountain	mountains	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
eirel61	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
ggreg66	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
hpatt80	a mountain	"mountain"	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
jblak74	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
kseit94	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
jwalt55	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
enoer61	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
shall79	a mountain	mountains	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
brobi54	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
shall79	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
dmont59	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
aklem75	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
jbarb51	a mountain	mountan	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
cmill63	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
abarn71	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
lpuck85	a mountain	"mountain"	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
rburg66	a mountain	mountian	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
lcarn56	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
iguey66	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
aboer60	a mountain	mountains	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
mbrow71	a mountain	mountian	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
eside63	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
agu52	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
aange64	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
pobri85	a mountain	A mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
bzhan76	a mountain	montain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
zkazi85	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
jselb77	a mountain	"mountain"	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
dzhan71	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
abail54	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
sye90	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
rhass95	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
rcai50	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
owhit92	a mountain	"mountain"	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
egu53	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
mvemu68	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
zyou89	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
cwood92	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
rkunk88	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
mhamm65	a mountain	"mountains"	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
cmoor96	a mountain	moutain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
idiet54	a mountain	mountin	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
yelle61	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
wmathi31	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
olans59	a mountain	mountain	1	"If the land keeps scrunching, a fold will become what type of tall landform?"
cmcmi27	a mountain	I don't know	0	"If the land keeps scrunching, a fold will become what type of tall landform?"
ryosh64	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a <u>tall</u> landform. <br><br>Correct Answer: tall"
sevan90	tall	outer	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
jrey59	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
alara95	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
mcain54	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
xande62	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
spark85	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
howen65	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
jmorr34	tall	wide	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
bsher79	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
kcoll69	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
mdeli73	tall	mantle	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
abegl55	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
crami87	tall	outer	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
ghays66	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
bconk64	tall	movement	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
ahayw86	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
jbrad94	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
egetz07	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
mwilb70	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
dmosi93	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
sbouf97	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
wmcne94	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
cloy77	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
aruss55	tall	I don't know	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
hrhon74	tall	wide	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
aboer60	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
ggreg66	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
brobi54	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
eirel61	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
kseit94	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
jblak74	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
iguey66	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
mbrow71	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
jwalt55	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
shall79	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
jbarb51	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
enoer61	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
epete74	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
eside63	tall	outer	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
dmont59	tall	outer	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
hpatt80	tall	empty	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
rburg66	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
abarn71	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
lcarn56	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
aklem75	tall	I don't know	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
lpuck85	tall	I don't know	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
ncasa56	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
abeec66	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
mfroo55	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
lkric66	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
tdelu72	tall	bendt	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
mbatt84	tall	large	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
jdaug60	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
cpere94	tall	"matle"	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
kaoki90	tall	mountain	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
bbuga71	tall	Tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
sfros91	tall	high	0.5	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
cfros55	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
lgurl88	tall	I don't know	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
kshat69	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
mumho63	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
mmorg96	tall	I don't know	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
sogle73	tall	I don't know	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
aprat71	tall	huge	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
icruz76	tall	I don't know	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
lmohr62	tall	large	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
mgonz82	tall	I don't know	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
cmerc92	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
iflan59	tall	large	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
sfran66	tall	I don't know	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
ddigr96	tall	I don't know	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
pobri85	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
cwood92	tall	I don't know	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
owhit92	tall	form of	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
agu52	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
rcai50	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
mhamm65	tall	"tall"	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
egu53	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
zyou89	tall	I don't know	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
jselb77	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
yelle61	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
idiet54	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
olans59	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
cmoor96	tall	large	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
bzhan76	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
wmathi31	tall	I don't know	0	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
rhass95	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
rkunk88	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
dzhan71	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
mvemu68	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
zkazi85	tall	high	0.5	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
aange64	tall	"high"	0.5	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
sye90	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
abail54	tall	tall	1	"If the land keeps scrunching, a fold becomes a mountain, which is a ______________ landform."
jrey59	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
alara95	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
mcain54	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
howen65	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
spark85	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
xande62	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
bsher79	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
kcoll69	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
abegl55	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
mdeli73	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
sevan90	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
jmorr34	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
crami87	mountain	plates	0	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
wmcne94	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
ghays66	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
sbouf97	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
dmosi93	mountain	plateau	0	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
ahayw86	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
mwilb70	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
egetz07	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
jbrad94	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
bconk64	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
cloy77	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
hrhon74	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
aruss55	mountain	I don't know	0	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
eside63	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
hpatt80	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
iguey66	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
jbarb51	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
ggreg66	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
enoer61	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
dmont59	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
mbrow71	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
shall79	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
eirel61	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
rburg66	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
aboer60	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
jblak74	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
kseit94	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
epete74	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
brobi54	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
jwalt55	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
aklem75	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
abarn71	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
lpuck85	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
lcarn56	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
kshat69	mountain	plateau	0	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
cfros55	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
ncasa56	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
tdelu72	mountain	land	0	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
mbatt84	mountain	"mountain"	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
jdaug60	mountain	"mountain"	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
lkric66	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
ryosh64	mountain	"mountain"	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
abeec66	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
mumho63	mountain	mountan	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
cpere94	mountain	crust	0	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
mmorg96	mountain	mountan	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
kaoki90	mountain	I don't know	0	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
icruz76	mountain	I don't know	0	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
lgurl88	mountain	I don't know	0	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
mfroo55	mountain	"mountan"	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
aprat71	mountain	"mountain"	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
bbuga71	mountain	Mountains	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
sogle73	mountain	I don't know	0	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
sfros91	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
mgonz82	mountain	I don't know	0	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
cmerc92	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
sfran66	mountain	"mountaines"	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
iflan59	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
lmohr62	mountain	mounatain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
ddigr96	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
sfran66	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
bzhan76	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
pobri85	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
owhit92	mountain	empty	0.5	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
zkazi85	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
rcai50	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
zyou89	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
cwood92	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
